label,text,clean_strict,clean_light
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgently vry urgent shortage lacs source arng dis amt lacs thats prob,I wnt to buy a BMW car urgently  its vry urgent but hv a shortage of  lt   gt  Lacs there is no source to arng dis amt   lt   gt  lacs  thats my prob
ham,Ding me on ya break fassyole! Blacko from londn,ding break fassyole blacko londn,Ding me on ya break fassyole! Blacko from londn
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,really need kiss miss baby baby 4eva,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",sign maturity start saying big things actually start understanding small things nice evening bslvyl,The sign of maturity is not when we start saying big things   But actually it is  when we start understanding small things     HAVE A NICE EVENING  BSLVYL
ham,Oh you got many responsibilities.,got many responsibilities,Oh you got many responsibilities
spam,You have 1 new message. Please call 08715205273,new message please call 08715205273,You have 1 new message  Please call 08715205273
ham,I've reached sch already...,reached sch already,I ve reached sch already
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,december mobile 11mths entitled update latest colour camera mobile free call mobile update vco free 08002986906,December only! Had your mobile 11mths ? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,definitely need module humanities dis sem izzit wan take modules 1st,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
ham,Argh why the fuck is nobody in town ;_;,argh fuck nobody town,Argh why the fuck is nobody in town
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",get lions england tone reply lionm mono lionp poly www ringtones original best tones 3gbp network operator rates apply,Get 3 Lions England tone  reply lionm 4 mono or lionp 4 poly  4 more go 2 www ringtones co uk  the original n best  Tones 3GBP network operator rates apply
ham,Thanks. Fills me with complete calm and reassurance! ,thanks fills complete calm reassurance,Thanks  Fills me with complete calm and reassurance!
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning,Aslamalaikkum    insha allah tohar beeen muht albi mufti mahfuuz   meaning same here
ham,Are you driving or training?,driving training,Are you driving or training?
ham,Lol for real. She told my dad I have cancer,lol real told dad cancer,Lol for real  She told my dad I have cancer
spam,PRIVATE! Your 2003 Account Statement for 078,private 2003 account statement 078,PRIVATE! Your 2003 Account Statement for 078
ham,"Oops I did have it,  &lt;#&gt; ?",oops,Oops I did have it   lt   gt  ?
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,enufcredeit tocall shall ileave uni get bus yor house,NOT ENUFCREDEIT TOCALL SHALL ILEAVE UNI AT 6  GET A BUS TO YOR HOUSE?
ham,"Hi Chikku, send some nice msgs",chikku send nice msgs,Hi Chikku  send some nice msgs
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",impossible argue always treats like sub like never released remind necessary,He is impossible to argue with and he always treats me like his sub  like he never released me     Which he did and I will remind him of that if necessary
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",work den plus lor workin oso rite den orchard lor place liao,After my work ah    Den 6 plus lor    U workin oso rite    Den go orchard lor  no other place to go liao
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",wonderful okors great month cherish guys wish well day mojibiola,To the wonderful Okors  have a great month  We cherish you guys and wish you well each day  MojiBiola
ham,Cuz ibored. And don wanna study,cuz ibored wanna study,Cuz ibored  And don wanna study
ham,Wot about on wed nite I am 3 then but only til 9!,wot wed nite til,Wot about on wed nite I am 3 then but only til 9!
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose red red blood blood heart heart send tis friends including like get back poor relation need support frnd many some1 luvs some1 praying god marry try,Rose for red red for blood blood for heart heart for u  But u for me     Send tis to all ur friends   Including me   If u like me   If u get back  1 u r poor in relation! 2 u need some 1 to support 3 u r frnd 2 many 4 some1 luvs u 5   some1 is praying god to marry u     try it
ham,Any way where are you and what doing.,way,Any way where are you and what doing
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,sucks hair free right,That sucks  I ll go over so u can do my hair  You ll do it free right?
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,still working time also tried adding zeros savings checking,it s still not working  And this time i also tried adding zeros  That was the savings  The checking is  lt   gt
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep,Hmm    Dunno leh  mayb a bag 4 goigng out dat is not too small  Or jus anything except perfume  smth dat i can keep
ham,Sday only joined.so training we started today:),sday joined training started today,Sday only joined so training we started today
ham,Sorry * was at the grocers.,sorry grocers,Sorry   was at the grocers
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nice pubs near frankie bennys near warner cinema,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",costa del sol holiday 5000 await collection call 09050090044 toclaim sae pobox334 stockport sk38xh cost max10mins,YOU VE WON! Your 4  Costa Del Sol Holiday or  5000 await collection  Call 09050090044 Now toClaim  SAE  TC s  POBox334  Stockport  SK38xh  Cost 1 50 pm  Max10mins
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,yup havent want yoga call book,Yup    I havent been there before    You want to go for the yoga? I can call up to book
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,shut omg yesterday dream kids boys pissed kids boys even told mark dream changing diapers cause getting owed face,Oh shut it  Omg yesterday I had a dream that I had 2 kids both boys  I was so pissed  Not only about the kids but them being boys  I even told mark in my dream that he was changing diapers cause I m not getting owed in the face
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah imagine would really gentle unlike docs treat patients like turkeys,Yeah I imagine he would be really gentle  Unlike the other docs who treat their patients like turkeys
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free 1st week no1 nokia tone mobile every week txt nokia 8077 get txting tell mates www getzed pobox 36504 w45wq norm150p tone,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates  www getzed co uk POBox 36504 W45WQ 16  norm150p tone
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,started dont stop pray good ideas anything see help guys forward link,Now that you have started dont stop  Just pray for more good ideas and anything i see that can help you guys i ll forward you a link
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,darlin helens fone gonna princes nite please come love kate,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,I'm in office now da:)where are you?,office,I m in office now da  where are you?
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar poor thing give support jia think,Aiyar u so poor thing    I give u my support k    Jia you! I ll think of u
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,unintentionally bad timing great fingers trains play along give fifteen min warning,Oh unintentionally not bad timing  Great  Fingers the trains play along! Will give fifteen min warning
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go2 notxt,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth  33 50 only with The Scotsman this Saturday  To stop go2 notxt co uk
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),come wenever lik come also tel vikky come getting free time,K  then come wenever u lik to come and also tel vikky to come by getting free time
ham,Pls call me da. What happen.,pls call happen,Pls call me da  What happen
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",happy new year family may new year bring happiness stability tranquility vibrant colourful life,Happy new year to u and ur family   may this new year bring happiness   stability and tranquility to ur vibrant colourful life
