SMS,Cluster,Cluster_Label
might accidant tookplace somewhere ghodbandar traffic moves slovely plz slip amp worry,2,Social Plans
get unless guys want come time sooner,2,Social Plans
might sch yar salon boring,2,Social Plans
thank meet monday,2,Social Plans
take time enjoy dinner,2,Social Plans
dont know bring food,2,Social Plans
waaaat lololo next time,2,Social Plans
huh fast dat means havent finished painting,2,Social Plans
donno genes something,2,Social Plans
let know details fri find cos tom fri mentionned chinese thanks,2,Social Plans
india going draw series many years south african soil,2,Social Plans
see see maybe reboot seen buzz,2,Social Plans
actually waiting weeks start putting,2,Social Plans
nannys address,2,Social Plans
party place usf charge contribute way greatly appreciated yeah got room one,2,Social Plans
wana meet sat wkg sat,2,Social Plans
place want,2,Social Plans
hmm yeah grooved looking forward pound special,2,Social Plans
huh slow tot reach long ago liao days leh,2,Social Plans
leave,2,Social Plans
importantly discuss,2,Social Plans
haf enuff space got like,2,Social Plans
omg know ate,2,Social Plans
planning usually stops find hella weed smoke hella weed,2,Social Plans
anything lor,2,Social Plans
wait sch finish ard,2,Social Plans
stalking,2,Social Plans
dun say early hor already say,2,Social Plans
sounds like many talents would like dinner date next week,2,Social Plans
paper,2,Social Plans
yeah probably still gotta check leo,2,Social Plans
printer cool mean groovy wine groovying,2,Social Plans
anyway think secure anything lemme know want drive south chill,2,Social Plans
timing lor,2,Social Plans
see letter car,2,Social Plans
first time use type words,2,Social Plans
good swimsuit allowed,2,Social Plans
guess easy enough,2,Social Plans
okay good problem thanx,2,Social Plans
wat,2,Social Plans
got free ice cream oso wan,2,Social Plans
plans family set stone,2,Social Plans
placement,2,Social Plans
sitting ard nothing lor leh busy work,2,Social Plans
guys close,2,Social Plans
try decided head,2,Social Plans
alright omw gotta change order half8th,2,Social Plans
yeah stand close tho catch something,2,Social Plans
end might still vomit okay everything come,2,Social Plans
wah lucky man save money hee,2,Social Plans
come online today night,2,Social Plans
gibbs unsold mike hussey,2,Social Plans
gumby special cheese pizza know doin tonight,2,Social Plans
jay snickering tells totally fucking chords speak,2,Social Plans
hey booked sat already lessons going keep sat night free need meet confirm lodging,2,Social Plans
esplanade lor else,2,Social Plans
trying find chinese food place around,2,Social Plans
also fine complete course,2,Social Plans
yet chikku wat abt,2,Social Plans
otherwise part time job tuition,2,Social Plans
ish minutes minutes ago wtf,2,Social Plans
pay first lar stock comin,2,Social Plans
lmao fun,2,Social Plans
take shopping mark distract isaiah,2,Social Plans
holding,2,Social Plans
engagement fixd next month know really shocking hmm njan vilikkam sudn,2,Social Plans
walmart stay,2,Social Plans
jesus armand really trying tell everybody find,2,Social Plans
thing change sentence want concentrate educational career leaving,2,Social Plans
get,2,Social Plans
long take get,2,Social Plans
come tomorrow,2,Social Plans
get,2,Social Plans
ever notice driving anyone going slower idiot everyone driving faster maniac,2,Social Plans
understand loss gain work school,2,Social Plans
bus leaves,2,Social Plans
waiting car mum lor leh reach home already,2,Social Plans
send wrongly lar,2,Social Plans
check audrey status right,2,Social Plans
staff science nus edu phyhcmk teaching pc1323,2,Social Plans
meant middle left right,2,Social Plans
escape theatre going watch kavalan minutes,2,Social Plans
aiyar sorry lor forgot tell,2,Social Plans
supposed wake,2,Social Plans
one week leave put know time,2,Social Plans
hair cream shipped,2,Social Plans
sry jst came home,2,Social Plans
wow right mean guess gave boston men changed search location nyc something changed cuz signin page still says boston,2,Social Plans
surly ill give coming review,2,Social Plans
tough,2,Social Plans
since side fever vomitin,2,Social Plans
really masters,2,Social Plans
see christmassy,2,Social Plans
going get,2,Social Plans
still around looking pick later,2,Social Plans
time coming later,2,Social Plans
boy best get ass quick,2,Social Plans
today sunday sunday holiday work,2,Social Plans
leaving house,2,Social Plans
tuesday night real,2,Social Plans
okey dokey swashbuckling stuff,2,Social Plans
audrie lousy autocorrect,2,Social Plans
ofcourse also upload songs,2,Social Plans
gonna get tacos,2,Social Plans
right though give space want need really starting become issue going suggest setting definite move still greece maybe ready,2,Social Plans
networking job,2,Social Plans
erm ill pick 45pm give enough time get park,2,Social Plans
6times,2,Social Plans
onion roast,2,Social Plans
time flight tmr,2,Social Plans
say drugdealer,2,Social Plans
dice art class thru thanks though idea time come tomorrow,2,Social Plans
sent bucks,2,Social Plans
lunch online,2,Social Plans
feel like trying kadeem,2,Social Plans
also remember get dobby bowl car,2,Social Plans
think could stop like hour roommate looking stock trip,2,Social Plans
askd question hours answer,2,Social Plans
youdoing later sar xxx,2,Social Plans
probs hon doinat,2,Social Plans
business,2,Social Plans
okay wait,2,Social Plans
borderline yeah whatever,2,Social Plans
jus chillaxin,2,Social Plans
good morning repair shop reason hour,2,Social Plans
lolnice went fish water,2,Social Plans
going lunch wif family aft dat str orchard lor,2,Social Plans
best driving tmr,2,Social Plans
come right ahmad,2,Social Plans
lol always convincing,2,Social Plans
full heat applyed oil,2,Social Plans
boooo always work quit,2,Social Plans
wake long ago already dunno thing,2,Social Plans
send someone else,2,Social Plans
know shall speak minutes,2,Social Plans
probably come everybody done around right,2,Social Plans
drive lor,2,Social Plans
never believe actually got taunton wow,2,Social Plans
late,2,Social Plans
take shopping get paid,2,Social Plans
also didnt get,2,Social Plans
jay getting really impatient belligerent,2,Social Plans
pls make note exposed also find school anyone else vomiting dog cat house let know later,2,Social Plans
make squeezed bucks dad,2,Social Plans
screaming means shouting,2,Social Plans
ard lor,2,Social Plans
bloo bloo bloo miss first bowl,2,Social Plans
agree stop thinkin ipad please ask macho question,2,Social Plans
noe busy really bored msg oso dunno wat colour choose one,2,Social Plans
140 ard rest ard 180 least price bedrm 900,2,Social Plans
arun transfr amt,2,Social Plans
home watching lor,2,Social Plans
come tomorrow,2,Social Plans
tell wat time coming later lor,2,Social Plans
university southern california,2,Social Plans
dai naal eruku,2,Social Plans
yeah like goes like friends imma flip shit like half hour,2,Social Plans
gonna able late notice home weeks anyway plans,2,Social Plans
still looking car buy gone 4the driving test yet,2,Social Plans
yes see dot,2,Social Plans
wif buying tix lar,2,Social Plans
got,2,Social Plans
den take one ends cine lor dun wan yogasana oso,2,Social Plans
either idea know anyplaces something,2,Social Plans
mean almost done done wif sleeping tot going take nap yup send liao picking ard smth lor,2,Social Plans
didnt complete gist,2,Social Plans
fan,2,Social Plans
house maid murderer coz man murdered january public holiday govt instituitions closed including post office understand,2,Social Plans
get chicken broth want ramen unless know,2,Social Plans
going lunch,2,Social Plans
wewa 130 iriver 255 128,2,Social Plans
cool like swimming pool jacuzzi house,2,Social Plans
yahoo boys bring perf legal,2,Social Plans
responding,2,Social Plans
thk find wtc far weiyi goin rest dunno yet goin dinner den might able join,2,Social Plans
andre virgil cream,2,Social Plans
taking italian food pretty dress panties,2,Social Plans
sleeping surfing,2,Social Plans
lost pounds since doc visit last week woot woot gonna celebrate stuffing face,2,Social Plans
jason says gonna around around,2,Social Plans
well like actually called someone punto woulda worse,2,Social Plans
available soiree june 3rd,2,Social Plans
yup free,2,Social Plans
yoyyooo know change permissions drive mac usb flash drive,2,Social Plans
took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow,2,Social Plans
sis lor juz watched italian job,2,Social Plans
lei,2,Social Plans
alex knows guy sells mids south tampa think could set like,2,Social Plans
dont file bag work called tell find anything room,2,Social Plans
yup havent want yoga call book,2,Social Plans
black shirt blue jeans thk,2,Social Plans
consider walls bunkers shit important never play peaceful guess place high enough matter,2,Social Plans
want mapquest something look usf dogwood drive tiny street parking lot,2,Social Plans
fyi usf swing room whenever,2,Social Plans
least armand still around,2,Social Plans
evening urgent,2,Social Plans
thinking chuckin red green black trainners save carryin bac train,2,Social Plans
castor need see something,2,Social Plans
thk gotta home urself cos going shopping frens present,2,Social Plans
dont know jabo abi,2,Social Plans
want come,2,Social Plans
know watching film computer,2,Social Plans
okie wan meet bishan cos bishan driving today,2,Social Plans
ages abj,2,Social Plans
one,2,Social Plans
world famamus,2,Social Plans
yes please leave leave,2,Social Plans
bus way calicut,2,Social Plans
getting worried derek taylor already assumed worst,2,Social Plans
come tomorrow,2,Social Plans
always online yahoo would like chat someday,2,Social Plans
oic cos sis got lunch today dad went dunno whether eat sch wat,2,Social Plans
aight let know gonna around usf,2,Social Plans
really really broke amount small even,2,Social Plans
see finish loads loans pay,2,Social Plans
onum ela normal,2,Social Plans
mag meeting avo point,2,Social Plans
aiyah already lar nydc wheellock,2,Social Plans
one issues california okay snow manageable,2,Social Plans
date sunday,2,Social Plans
mark taking forever pick prescription pain coming back,2,Social Plans
sorry took long omw,2,Social Plans
met alex nichols middle school turns dealing,2,Social Plans
dont worry day big lambu come til enjoy batchlor party,2,Social Plans
place get rooms cheap,2,Social Plans
site simulate test gives tough questions test readiness,2,Social Plans
derek done class,2,Social Plans
min lunch,2,Social Plans
plane give month end,2,Social Plans
izzit still raining,2,Social Plans
yeah bed back midnight,2,Social Plans
tmr brin lar aiya later come lar mayb neva set properly got help sheet wif,2,Social Plans
heard week,2,Social Plans
came hostel going sleep plz call class hrishi,2,Social Plans
lor buy wat,2,Social Plans
went attend another two rounds today still reach home,2,Social Plans
otherwise part time job tuition,2,Social Plans
maybe westshore hyde park village place near house,2,Social Plans
